code,valid intentions,gpt intentions
"public static Account accountFromDb(Context context, String accountId, boolean loadTransactions) {
		DBAdapter db = new DBAdapter(context);
		db.open();
		Cursor c = db.getAccount(accountId);
		if (c == null || c.isClosed() || (c.isBeforeFirst() && c.isAfterLast())) {
			db.close();
			return null;
		}

		Account account = new Account(c.getString(c.getColumnIndex(""name"")),
                                      new BigDecimal(c.getString(c.getColumnIndex(""balance""))),
                                      c.getString(c.getColumnIndex(""id"")).split(""_"")[1],
                                      c.getLong(c.getColumnIndex(""bankid"")),
                                      c.getInt(c.getColumnIndex(""acctype"")));
        account.setHidden(c.getInt(c.getColumnIndex(""hidden"")) == 1 ? true : false);
        account.setNotify(c.getInt(c.getColumnIndex(""notify"")) == 1 ? true : false);
        account.setCurrency(c.getString(c.getColumnIndex(""currency"")));
		c.close();
		if (loadTransactions) {
			ArrayList<Transaction> transactions = new ArrayList<Transaction>();
			//""transdate"", ""btransaction"", ""amount""}			
			c = db.fetchTransactions(accountId);
			if (!(c == null || c.isClosed() || (c.isBeforeFirst() && c.isAfterLast()))) {
				while (!c.isLast() && !c.isAfterLast()) {
					c.moveToNext();
					transactions.add(new Transaction(c.getString(c.getColumnIndex(""transdate"")),
                                     c.getString(c.getColumnIndex(""btransaction"")),
                                     new BigDecimal(c.getString(c.getColumnIndex(""amount""))),
                                     c.getString(c.getColumnIndex(""currency""))));
				}
				c.close();
			}
			account.setTransactions(transactions);
		}
		
		db.close();
		return account;
	}","[('3', 'acquire', 'db'), ('4', 'acquire', 'c'), ('5', 'check', 'c'), ('6', 'release', 'db'), ('18', 'release', 'c'), ('22', 'acquire', 'c'), ('23', 'check', 'c'), ('31', 'release', 'c'), ('36', 'release', 'db')]","[(2, 'acquire', 'db', 'DBAdapter'), (3, 'acquire', 'db', 'DBAdapter'), (4, 'acquire', 'c', 'Cursor'), (5, 'check', 'c', 'Cursor'), (6, 'release', 'db', 'DBAdapter'), (18, 'release', 'c', 'Cursor'), (22, 'acquire', 'c', 'Cursor'), (23, 'check', 'c', 'Cursor'), (31, 'release', 'c', 'Cursor'), (36, 'release', 'db', 'DBAdapter')]"
"private void deleteAllTracks() {
		Cursor cursor = getContentResolver().query(TrackContentProvider.CONTENT_URI_TRACK, null, null, null, Schema.COL_START_DATE + "" asc"");

		// Stop any currently active tracks
		if (currentTrackId != -1) {
			stopActiveTrack();
		}

		if (cursor.moveToFirst()) {
			int id_col = cursor.getColumnIndex(""_id"");
			do {
				deleteTrack(cursor.getLong(id_col));
			} while (cursor.moveToNext());
		}
	}","[('2', 'acquire', 'Cursor')]","[(2, 'acquire', 'cursor', 'Cursor')]"
"private void deleteAllTracks() {
		Cursor cursor = getContentResolver().query(TrackContentProvider.CONTENT_URI_TRACK, null, null, null, Schema.COL_START_DATE + "" asc"");

		// Stop any currently active tracks
		if (currentTrackId != -1) {
			stopActiveTrack();
		}

		if (cursor.moveToFirst()) {
			int id_col = cursor.getColumnIndex(""_id"");
			do {
				deleteTrack(cursor.getLong(id_col));
			} while (cursor.moveToNext());
		}
		cursor.close();
	}","[('2', 'acquire', 'Cursor'), ('15', 'release', 'Cursor')]","[(2, 'acquire', 'cursor', 'Cursor'), (15, 'release', 'cursor', 'Cursor')]"
"	@SuppressWarnings(""deprecation"")
	private void manageNewStoragePath(SQLiteDatabase db){
		Log.d(TAG,""manageNewStoragePath"");
		
		// we'll need this FilenameFitler to clean up our track directory
		FilenameFilter gpxFilenameFilter = new FilenameFilter() {
			@Override
			public boolean accept(File dir, String filename) {
				if(filename.toLowerCase().endsWith("".gpx""))
					return true;
				return false;
			}
		};
		
		// query all tracks
		String[] columns = new String[]{Schema.COL_ID, Schema.COL_DIR};
		Cursor cursor = db.query(Schema.TBL_TRACK, columns, null, null, null, null, null);
		
		// if we have a valid cursor and can write to the sdcard, we'll go on and try to copy the files
		if(cursor != null && cursor.moveToFirst()){
			Log.d(TAG, ""manageNewStoragePath (found "" + cursor.getCount() + "" tracks to be processed)"");
			do{
				long trackId = cursor.getLong(cursor.getColumnIndex(Schema.COL_ID));
				Log.d(TAG,""manageNewStoragePath ("" + trackId + "")"");
				String oldDirName = cursor.getString(cursor.getColumnIndex(Schema.COL_DIR));
				File newDir = DataHelper.getTrackDirectory(trackId);
				File oldDir = new File(oldDirName);
				if(oldDir.exists() && oldDir.canRead()){
					
					// if our new directory doesn't exist, we'll create it
					if(!newDir.exists())
						newDir.mkdirs();
					
					if(newDir.exists() && newDir.canWrite()){
						Log.d(TAG,""manageNewStoragePath ("" + trackId + ""): copy directory"");
						// we'll first copy all files to our new storage area... we'll clean up later
						FileSystemUtils.copyDirectoryContents(newDir, oldDir);
						
						// cleaning up new storage area
						// find gpx files we accidentally copied to our new storage area and delete them 
						for(File gpxFile:newDir.listFiles(gpxFilenameFilter)){
							Log.d(TAG,""manageNewStoragePath ("" + trackId + ""): deleting gpx file [""+gpxFile+""]"");
							gpxFile.delete();
						}
					}else{
						Log.e(TAG, ""manageNewStoragePath ("" + trackId + ""): directory [""+newDir+""] is not writable or could not be created"");
					}
					
				}
			}while(cursor.moveToNext());
		}
		
		ContentValues vals = new ContentValues();
		vals.putNull(Schema.COL_DIR);
		db.update(Schema.TBL_TRACK, vals, null, null);
	}
","[('16', 'acquire', 'cursor'), ('16', 'check', 'cursor')]","[(16, 'acquire', 'cursor', 'Cursor'), (19, 'check', 'cursor', 'Cursor'), (25, 'acquire', 'newDir', 'File'), (26, 'acquire', 'oldDir', 'File'), (27, 'check', 'oldDir', 'File'), (30, 'check', 'newDir', 'File'), (33, 'check', 'newDir', 'File'), (40, 'acquire', 'gpxFile', 'gpxFile'), (42, 'release', 'gpxFile', 'gpxFile'), (54, 'release', 'db', 'SQLiteDatabase')]"
"	@SuppressWarnings(""deprecation"")
	private void manageNewStoragePath(SQLiteDatabase db){
		Log.d(TAG,""manageNewStoragePath"");
		
		// we'll need this FilenameFitler to clean up our track directory
		FilenameFilter gpxFilenameFilter = new FilenameFilter() {
			@Override
			public boolean accept(File dir, String filename) {
				if(filename.toLowerCase().endsWith("".gpx""))
					return true;
				return false;
			}
		};
		
		// query all tracks
		String[] columns = new String[]{Schema.COL_ID, Schema.COL_DIR};
		Cursor cursor = db.query(Schema.TBL_TRACK, columns, null, null, null, null, null);
		
		// if we have a valid cursor and can write to the sdcard, we'll go on and try to copy the files
		if(cursor != null && cursor.moveToFirst()){
			Log.d(TAG, ""manageNewStoragePath (found "" + cursor.getCount() + "" tracks to be processed)"");
			do{
				long trackId = cursor.getLong(cursor.getColumnIndex(Schema.COL_ID));
				Log.d(TAG,""manageNewStoragePath ("" + trackId + "")"");
				String oldDirName = cursor.getString(cursor.getColumnIndex(Schema.COL_DIR));
				File newDir = DataHelper.getTrackDirectory(trackId);
				File oldDir = new File(oldDirName);
				if(oldDir.exists() && oldDir.canRead()){
					
					// if our new directory doesn't exist, we'll create it
					if(!newDir.exists())
						newDir.mkdirs();
					
					if(newDir.exists() && newDir.canWrite()){
						Log.d(TAG,""manageNewStoragePath ("" + trackId + ""): copy directory"");
						// we'll first copy all files to our new storage area... we'll clean up later
						FileSystemUtils.copyDirectoryContents(newDir, oldDir);
						
						// cleaning up new storage area
						// find gpx files we accidentally copied to our new storage area and delete them 
						for(File gpxFile:newDir.listFiles(gpxFilenameFilter)){
							Log.d(TAG,""manageNewStoragePath ("" + trackId + ""): deleting gpx file [""+gpxFile+""]"");
							gpxFile.delete();
						}
					}else{
						Log.e(TAG, ""manageNewStoragePath ("" + trackId + ""): directory [""+newDir+""] is not writable or could not be created"");
					}
					
				}
			}while(cursor.moveToNext());
			
			cursor.close();
		}
		
		ContentValues vals = new ContentValues();
		vals.putNull(Schema.COL_DIR);
		db.update(Schema.TBL_TRACK, vals, null, null);
	}
","[('16', 'acquire', 'cursor'), ('19', 'check', 'cursor'), ('51', 'release', 'cursor')]","[(16, 'acquire', 'cursor', 'Cursor'), (19, 'check', 'cursor', 'Cursor'), (25, 'acquire', 'newDir', 'File'), (26, 'acquire', 'oldDir', 'File'), (27, 'check', 'oldDir', 'File'), (30, 'check', 'newDir', 'File'), (33, 'check', 'newDir', 'File'), (40, 'acquire', 'gpxFile', 'gpxFile'), (42, 'release', 'gpxFile', 'gpxFile'), (51, 'release', 'cursor', 'Cursor')]"
"private void readExtraInformation(){
    if(!extraInformationRead){
        Cursor startCursor = cr.query(TrackContentProvider.trackStartUri(trackId), null, null, null, null);
        if(startCursor.moveToFirst()){
            startDate = startCursor.getLong(startCursor.getColumnIndex(Schema.COL_TIMESTAMP));
            startLat = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LATITUDE));
            startLong = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LONGITUDE));
        }
        Cursor endCursor = cr.query(TrackContentProvider.trackEndUri(trackId), null, null, null, null);
        if(endCursor.moveToFirst()){
            endDate = endCursor.getLong(endCursor.getColumnIndex(Schema.COL_TIMESTAMP));
            endLat = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LATITUDE));
            endLong = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LONGITUDE));
        }
        extraInformationRead = true;
    }
}","[('3', 'acquire', 'startCursor'), ('9', 'acquire', 'endCursor')]","[(3, 'acquire', 'startCursor', 'Cursor'), (9, 'acquire', 'endCursor', 'Cursor')]"
"	private void readExtraInformation(){
		if(!extraInformationRead){
			Cursor startCursor = cr.query(TrackContentProvider.trackStartUri(trackId), null, null, null, null);
			if(startCursor.moveToFirst()){
				startDate = startCursor.getLong(startCursor.getColumnIndex(Schema.COL_TIMESTAMP));
				startLat = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LATITUDE));
				startLong = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LONGITUDE));
			}
			startCursor.close();
			
			Cursor endCursor = cr.query(TrackContentProvider.trackEndUri(trackId), null, null, null, null);
			if(endCursor.moveToFirst()){
				endDate = endCursor.getLong(endCursor.getColumnIndex(Schema.COL_TIMESTAMP));
				endLat = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LATITUDE));
				endLong = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LONGITUDE));
			}
			endCursor.close();
			
			extraInformationRead = true;
		}
	}
","[('3', 'acquire', 'startCursor'), ('9', 'release', 'startCursor'), ('11', 'acquire', 'endCursor'), ('17', 'release', 'endCursor')]","[(3, 'acquire', 'startCursor', 'Cursor'), (9, 'release', 'startCursor', 'Cursor'), (11, 'acquire', 'endCursor', 'Cursor'), (17, 'release', 'endCursor', 'Cursor')]"
"private void readExtraInformation(){
  if(!extraInformationRead){
   Cursor startCursor = cr.query(TrackContentProvider.trackStartUri(trackId), null, null, null, null);
   if(startCursor.moveToFirst()){
    startDate = startCursor.getLong(startCursor.getColumnIndex(Schema.COL_TIMESTAMP));
    startLat = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LATITUDE));
    startLong = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LONGITUDE));
   }
   Cursor endCursor = cr.query(TrackContentProvider.trackEndUri(trackId), null, null, null, null);
   if(endCursor.moveToFirst()){
    endDate = endCursor.getLong(endCursor.getColumnIndex(Schema.COL_TIMESTAMP));
    endLat = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LATITUDE));
    endLong = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LONGITUDE));
   }

   extraInformationRead = true;
  }
 }
 ","[('3', 'acquire', 'startCursor'), ('9', 'acquire', 'endCursor')]","[(3, 'acquire', 'startCursor', 'Cursor'), (9, 'acquire', 'endCursor', 'Cursor')]"
"	private void readExtraInformation(){
		if(!extraInformationRead){
			Cursor startCursor = cr.query(TrackContentProvider.trackStartUri(trackId), null, null, null, null);
			if(startCursor.moveToFirst()){
				startDate = startCursor.getLong(startCursor.getColumnIndex(Schema.COL_TIMESTAMP));
				startLat = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LATITUDE));
				startLong = startCursor.getFloat(startCursor.getColumnIndex(Schema.COL_LONGITUDE));
			}
			startCursor.close();
			
			Cursor endCursor = cr.query(TrackContentProvider.trackEndUri(trackId), null, null, null, null);
			if(endCursor.moveToFirst()){
				endDate = endCursor.getLong(endCursor.getColumnIndex(Schema.COL_TIMESTAMP));
				endLat = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LATITUDE));
				endLong = endCursor.getFloat(endCursor.getColumnIndex(Schema.COL_LONGITUDE));
			}
			endCursor.close();
			
			extraInformationRead = true;
		}
	}
","[('3', 'acquire', 'startCursor'), ('9', 'release', 'startCursor'), ('11', 'acquire', 'endCursor'), ('17', 'release', 'endCursor')]","[(3, 'acquire', 'startCursor', 'Cursor'), (9, 'release', 'startCursor', 'Cursor'), (11, 'acquire', 'endCursor', 'Cursor'), (17, 'release', 'endCursor', 'Cursor')]"
"    public void reloadNotes() {
        swapCursor(mQuery.execute());
    }
",[],[]
"    public void reloadNotes() {
        changeCursor(mQuery.execute());
    }
",[],[]
"@Override
    public Cursor swapCursor(Cursor newCursor) {
        if (newCursor == null) {
            mCursorDataCount = 0;
            return super.swapCursor(newCursor);
        }
        
        mCursorDataCount = newCursor.getCount();

        // to mimic the infinite the notification's infinite scroll ui 
        // (with a progress spinner on the bottom of the list), we'll need to add
        // extra cells in the gridview:
        // - spacer cells as fillers to place the progress spinner on the first cell (_id < 0)
        // - progress spinner cell (_id = Integer.MIN_VALUE)

        // use a matrix cursor to create the extra rows
        MatrixCursor matrixCursor = new MatrixCursor(new String[] { ""_id"" });

        // add spacer cells
        int columnCount = getColumnCount(mContext);
        int remainder = newCursor.getCount() % columnCount;
        if (remainder > 0) {
            int spaceCount = columnCount - remainder; 
            for (int i = 0; i < spaceCount; i++ ) {
                int id = i - spaceCount;
                matrixCursor.addRow(new Object[] {id + """"});
            }
        }

        // add progress spinner cell
        matrixCursor.addRow(new Object[] { Integer.MIN_VALUE });
        
        // use a merge cursor to place merge the extra rows at the bottom of the newly swapped cursor
        MergeCursor mergeCursor = new MergeCursor(new Cursor[] { newCursor, matrixCursor });
        return super.swapCursor(mergeCursor);
    }","[('2', 'check', 'newCursor'), ('4', 'release', 'newCursor'), ('4', 'acquire', 'newCursor'), ('16', 'acquire', 'matrixCursor'), ('33', 'acquire', 'mergeCursor'), ('34', 'acquire', 'mergeCursor'), ('34', 'release', 'mergeCursor')]","[(2, 'check', 'newCursor', 'Cursor')]"
